ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ARRONDISSEMENT;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;MIS_A_JOUR;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;PARC_RELAI;AB_1M_RELA;X_RGF93;Y_RGF93;"ARR_INSEE
85;POLIVEAU;39 BIS RUE POLIVEAU;39 BIS RUE POLIVEAU;5;SAEMES;WWW.SAEMES.FR;0144829999;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;OUI;01/07/2019;174;1670;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;2;ND;ND;192;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1670;NON;NON;ND;652839.9395;6860165.287;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.357557769496533, 48.83985160023665]}";48.8398516002,2.3575577695
181;BIBLIOTHEQUE F. MITTERRAND (RIVE GAUCHE);16 RUE ÉMILE DURKHEIM, 43 QUAI FRANÇOIS MAURIAC;16 RUE EMILE DURKHEIM;13;INDIGO;WWW.PARKINDIGO.FR;0144066050;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/09/2016;235;2350;OUI;1410;1880;NON;ND;01/02/2020;0,95;1,9;3,8;5,7;7,6;11,4;15,2;26,6;30,4;34,2;34,2;34,2;34,2;34,2;20;118;329;1175;118;329;1175;32;1,3;82;230;823;10;2020-05-01;5F 12E 12F 13J 13K 13L 13M 13N 13P 13R 13S;0,35;0,7;11,7;OUI;493,5;658;NON;ND;2938;NON;OUI;75;654289.188;6859315.76;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.377329212627512, 48.832250361245244]}";48.8322503612,2.37732921263
189;CHAMPS ELYSEES;62 TER ET 113 AVENUE DES CHAMPS ELYSÉES;113 AVENUE CHAMPS ELYSEES;8;INDIGO;WWW.PARKINDIGO.FR;0145614079;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;264;2626.5;NON;ND;ND;OUI;1838,55;01/09/2016;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;11;ND;ND;ND;132;367;1313,25;40;ND;72;206;727;ND;2020-05-01;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;648619.27;6863796.7715;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.299447098675917, 48.872169932513955]}";48.8721699325,2.29944709868
109;ETOILE FRIEDLAND;14 TER ET 39 TER AVENUE DE FRIEDLAND;14 TER AVENUE DE FRIEDLAND;8;INDIGO;WWW.PARKINDIGO.FR;0142896964;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;292;2936;NON;ND;ND;NON;ND;01/09/2016;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;6;ND;ND;ND;ND;ND;1468;5;ND;ND;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;648737.1323;6864067.587;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.301229862865925, 48.874519542067596]}";48.8745195421,2.30122986287
44;SAINT MARTIN;245 TER RUE SAINT MARTIN;245 TER RUE SAINT MARTIN;3;INDIGO;WWW.PARKINDIGO.FR;0142741600;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;NON;NON;01/08/2016;309;3091;NON;ND;ND;NON;ND;01/09/2016;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;4;ND;ND;ND;ND;ND;ND;34;ND;128;363;1326;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;652557.9318;6863066.0038;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.353601670361955, 48.8658837369737]}";48.865883737,2.35360167036
138;VERSAILLES REYNAUD;178 TER AVENUE DE VERSAILLES;178 TER AVENUE DE VERSAILLES;16;INDIGO;WWW.PARKINDIGO.FR;0140716343;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/08/2016;206;2142;NON;ND;ND;NON;ND;01/09/2016;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;1;ND;ND;ND;ND;ND;1071;20;ND;91;259;946;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;645871.6408;6860215.3198;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.262605184628184, 48.83966018142238]}";48.8396601814,2.26260518463
19;MONTPARNASSE;120 QUATER ET 139 TER BOULEVARD MONTPARNASSE;120 QUATER BOULEVARD DU MONTPARNASSE;14;INDIGO;WWW.PARKINDIGO.FR;0145484330;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/08/2016;209;2174;NON;ND;ND;NON;ND;01/03/2018;1,15;2,3;4,6;6,9;9,2;13,8;18,4;31,6;35,6;39,6;39,6;39,6;39,6;39,6;0;ND;ND;ND;ND;ND;1087;33;ND;79;225;822;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2714;NON;NON;ND;650878.1348;6860361.0764;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.330793854450369, 48.84146668300086]}";48.841466683,2.33079385445
182;BIBLIOTHEQUE F. MITTERRAND (RIVE GAUCHE);16 RUE ÉMILE DURKHEIM, 43 QUAI FRANÇOIS MAURIAC;43 QUAI FRANCOIS MAURIAC;13;INDIGO;WWW.PARKINDIGO.FR;0144066050;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/09/2016;235;2350;OUI;1410;1880;NON;ND;01/02/2020;0,95;1,9;3,8;5,7;7,6;11,4;15,2;26,6;30,4;34,2;34,2;34,2;34,2;34,2;20;118;329;1175;118;329;1175;32;1,3;82;230;823;10;2020-05-01;5F 12E 12F 13J 13K 13L 13M 13N 13P 13R 13S;0,35;0,7;11,7;OUI;493,5;658;NON;ND;2938;NON;OUI;75;654243.633;6859557.113;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.376710528701532, 48.834472281331664]}";48.8344722813,2.3767105287
11;CARNOT;14 TER AVENUE CARNOT;14 TER AVENUE CARNOT;17;INDIGO;WWW.PARKINDIGO.FR;0143807381;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;01/08/2016;248;2579;NON;ND;ND;NON;ND;01/03/2018;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;34,8;37,8;37,8;37,8;37,8;37,8;6;124;353;1290;124;353;1290;10;1,5;86.8;247.5;902.7;10;2020-05-01;ND;0,35;0,7;12,75;NON;ND;ND;NON;ND;3224;NON;NON;ND;648177.114;6864223.254;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.293277233442263, 48.87597039279389]}";48.8759703928,2.29327723344
107;CHAMPS ELYSEES;64 ET 113 AVENUE DES CHAMPS ELYSÉES;64 AVENUE DES CHAMPS ELYSEES;8;INDIGO;WWW.PARKINDIGO.FR;0145614079;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;264;2626.5;NON;ND;ND;OUI;1838,55;01/09/2016;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;11;ND;ND;ND;132;367;1313,25;40;ND;72;206;727;ND;2020-05-01;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;649061.3723;6863642.4694;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.305418708859035, 48.87067187656082]}";48.8706718766,2.30541870886
13;EYLAU;6 AVENUE D'EYLAU;6 AVENUE D EYLAU;16;INDIGO;WWW.PARKINDIGO.FR;0145242509;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;647627.2561;6862887.8864;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.286143721898123, 48.863766665470926]}";48.8637666655,2.2861437219
70;GAY LUSSAC;45 TER RUE GAY-LUSSAC;45 TER RUE GAY LUSSAC;5;SAEMES;WWW.SAEMES.FR;0144829999;195;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/07/2019;164;1640;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;6;ND;ND;233;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1640;NON;NON;ND;651813.0268;6860398.6184;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.343327261489633, 48.84187377981505]}";48.8418737798,2.34332726149
169;GEORGE V;113 AVENUE DES CHAMPS-ELYSEES, 32 TER AVENUE GEORGE V;32 TER AVENUE GEORGE V;8;INDIGO;WWW.PARKINDIGO.FR;0147200268;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;OUI;01/06/2018;253;2530;OUI;1515;2020;NON;ND;01/04/2020;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;41,4;41,4;41,4;41,4;41,4;21;126,5;354,2;1265;126,5;354,2;1265;47;1,6;88.5;247.95;885.5;10;2020-05-01;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;0,4;0,8;14,4;OUI;530,25;707;NON;ND;3320;NON;NON;ND;648753.0356;6863435.1551;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.301255871765864, 48.868710600372914]}";48.8687106004,2.30125587177
8;LES HALLES ST EUSTACHE;22 RUE DES HALLES;22 RUE DES HALLES;1;SAEMES;WWW.SAEMES.FR;0142365737;185;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/07/2019;264;2640;OUI;1584;2112;NON;ND;01/07/2019;1,05;2,1;4,1;6,2;8,2;12,3;16,4;28,7;32,8;36,9;36,9;36,9;36,9;36,9;5;132;365,5;1320;132;365,5;1320;16;1,4;92.4;255.8;924;16;2020-05-01;TROIS PREMIERS ARRONDISSEMENTS;0,35;0,7;12,6;NON;ND;ND;NON;ND;3300;NON;NON;ND;652057.879;6862433.174;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.345962761102329, 48.86068249035735]}";48.8606824904,2.3459627611
127;LYON DIDEROT;198 RUE DE BERCY;198 RUE DE  BERCY;12;SAEMES;WWW.SAEMES.FR;0153176308;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;17/02/2017;ND;3500;NON;ND;ND;NON;ND;01/01/2020;1,1;2,2;4,4;6,6;8,8;13,2;17,6;28,8;32,4;36;36;36;36;36;6;ND;ND;ND;ND;ND;ND;47;2,2;108.6;ND;ND;ND;2020-05-01;ND;0,5;1,1;18;NON;ND;ND;NON;ND;3500;NON;NON;ND;653924.914;6860700.235;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.372169066520062, 48.84468270735849]}";48.8446827074,2.37216906652
33;MAIRIE DU 14 EME;1 TER RUE CHARLES DIVRY;1 TER RUE CHARLES DIVRY;14;SAEMES;WWW.SAEMES.FR;0144829999;190;;ABONNES;POUR ABONNES;NON;NON;NON;OUI;NON;01/01/2020;254;2540;OUI;1524;2032;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;127;362;1270;0;ND;ND;ND;ND;ND;2020-05-01;14H 14J 14L 14M 14N 14P;ND;ND;ND;NON;ND;ND;NON;ND;3175;NON;NON;ND;650634.6318;6859442.3527;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.327381978114207, 48.83305538035305]}";48.8330553804,2.32738197811
21;MAIRIE DU 15 EME LECOURBE;147 RUE LECOURBE;147 RUE LECOURBE;15;SAEMES;WWW.SAEMES.FR;0148285708;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;OUI;01/07/2019;228;2280;OUI;1368;1824;NON;ND;01/07/2019;1;2;3,9;5,9;7,8;11,7;15,6;27,3;31,2;35,1;35,1;35,1;35,1;35,1;7;114;324;1140;114;324;1140;13;1,35;79.8;227;798;11;2020-05-01;15J 15K 15L 15P 15R 15V;0,35;0,7;12,15;OUI;478,5;638;NON;ND;2860;NON;NON;ND;648343.4735;6860293.6674;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.299567634705385, 48.84162449499139]}";48.841624495,2.29956763471
179;ALMA GEORGE V;6 TER ET 17 TER AVENUE GEORGE V;6 TER AVENUE GEORGE V;8;INDIGO;WWW.PARKINDIGO.FR;0142250483;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;01/08/2016;305;3172;NON;ND;ND;OUI;2220,4;01/09/2016;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;6;ND;ND;ND;152,5;434,5;1586;0;ND;122;347.6;1268.8;ND;2020-05-01;7E 7G 8E 8F 8H 16G 16H 16I 16K;ND;ND;ND;NON;ND;ND;NON;ND;3585.3;NON;NON;ND;648773.0928;6863047.9895;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.301572826566623, 48.86532994992572]}";48.8653299499,2.30157282657
29;BASTILLE;29 BOULEVARD DE LA BASTILLE;29 BOULEVARD DE LA BASTILLE;12;INDIGO;WWW.PARKINDIGO.FR;0143467414;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/05/2020;193.75;1937.5;OUI;1162,5;1550;NON;ND;01/05/2020;1;2;4;6;8;12;16;28;32;36;36;36;36;36;7;96,9;271,9;968,75;167;468;1356,25;20;1,4;67.8;190.3;678.15;10;2020-05-01;5F 5G 34F 11G 11H 11K 12E;0,35;0,7;12,6;OUI;406,88;542,5;NON;ND;2422;NON;NON;ND;653658.0165;6861234.5702;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.368181286468427, 48.84948680877116]}";48.8494868088,2.36818128647
150;BORDS DE SEINE FREYSSINET (RIVE GAUCHE);25 RUE ABEL GANCE;25 RUE ABEL GANCE;13;INDIGO;WWW.PARKINDIGO.FR;0144066050;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/09/2016;235;2350;OUI;1410;1880;NON;ND;01/02/2020;0,95;1,9;3,8;5,7;7,6;11,4;15,2;26,6;30,4;34,2;34,2;34,2;34,2;34,2;9;118;329;1175;118;329;1175;32;1,3;82;230;823;10;2020-05-01;5F 12E 12F 13J 13K 13L 13M 13N 13P 13R 13S;0,35;0,7;11,7;OUI;493,5;658;NON;ND;2938;NON;NON;ND;653980.169;6859637.453;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.37300882391439, 48.83515668697402]}";48.835156687,2.37300882391
119;CHARLETY THOMIRE;12 RUE THOMIRE;12 RUE THOMIRE;13;SAEMES;WWW.SAEMES.FR;0144829999;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;NON;01/07/2019;94;968;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;26;29;ND;ND;ND;ND;ND;24;ND;38;ND;388;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;652166.7377;6857866.3452;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.34815113160151, 48.81978855293401]}";48.8197885529,2.3481511316
108;JOUFFROY;6 TER RUE JOUFFROY D'ABBANS;6 TER RUE JOUFFROY D ABBANS;17;INDIGO;WWW.PARKINDIGO.FR;0143807381;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/08/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;649630.4241;6865461.9048;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.313201228689505, 48.88716220507286]}";48.8871622051,2.31320122869
112;MAC MAHON;17 TER AVENUE MAC MAHON;17 AVENUE MAC MAHON;17;INDIGO;WWW.PARKINDIGO.FR;0143807381;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;01/08/2016;248;2579;OUI;1547,25;2063;NON;ND;01/03/2018;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,4;34,4;36,8;36,8;36,8;36,8;36,8;7;124;353;1290;124;353;1290;15;1,5;87;248;905;10;2020-05-01;8F 8G 16E 16F 16G 17E 17F 17H 17J;0,35;0,7;12,4;OUI;541,5;722;NON;ND;3224;NON;NON;ND;648242.945;6864272.5271;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.294410421262748, 48.87655251169483]}";48.8765525117,2.29441042126
180;MAINE BASCH ALESIA;204 TER ET 205 TER AVENUE DU MAINE;205 TER AVENUE DU MAINE;14;INDIGO;WWW.PARKINDIGO.FR;0143205699;185;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/08/2016;193;2007;NON;ND;ND;NON;ND;01/01/2017;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;10;96,5;275;1004;96,5;275;1004;48;1,2;68;194;707;10;2020-05-01;ND;0,3;0,6;10,8;NON;ND;ND;NON;ND;2509;NON;NON;ND;650573.9074;6858962.4816;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.326607187421638, 48.828770400947285]}";48.8287704009,2.32660718742
80;ROQUETTE;16 BIS RUE SERVAN;16 BIS RUE SERVAN;11;SAEMES;WWW.SAEMES.FR;0144829999;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/01/2019;116;1108;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;35;ND;ND;ND;ND;ND;14;ND;46;122;443;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1108;NON;NON;ND;654785.9444;6862379.7442;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.383704815595198, 48.85986023595137]}";48.859860236,2.3837048156
135;SAINT PLACIDE;33 TER RUE SAINT-PLACIDE;33 TER RUE SAINT PLACIDE;6;Q PARK;WWW.Q-PARK.FR;ND;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;NON;01/01/2020;300;3600;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;5;ND;ND;ND;ND;ND;ND;0;ND;195;585;2340;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;650523.0823;6861164.237;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.32569244274837, 48.84861187008731]}";48.8486118701,2.32569244275
86;MARCHE SAINT GERMAIN;2 TER RUE LOBINEAU;2 TER RUE LOBINEAU;6;SAEMES;WWW.SAEMES.FR;0144829999;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/10/2017;292;2880;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;116.8;321.2;1168;10;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2880;NON;NON;ND;651338.7845;6861511.677;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.336692396040545, 48.85179142661725]}";48.8517914266,2.33669239604
110;ALMA GEORGE V;6 TER ET 17 TER AVENUE GEORGE V;17 TER AVENUE GEORGE V;8;INDIGO;WWW.PARKINDIGO.FR;0142250483;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;01/08/2016;305;3172;NON;ND;ND;OUI;2220,4;01/09/2016;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;6;ND;ND;ND;152,5;434,5;1586;0;ND;122;347.6;1268.8;ND;2020-05-01;7E 7G 8E 8F 8H 16G 16H 16I 16K;ND;ND;ND;NON;ND;ND;NON;ND;3585.3;NON;NON;ND;648721.9597;6863223.1168;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.301148626770262, 48.8669041438564]}";48.8669041439,2.30114862677
23;ANVERS;41 BIS BOULEVARD DE ROCHECHOUART;41 BIS BOULEVARD DE ROCHECHOUART;9;SAEMES;WWW.SAEMES.FR;0142810511;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/07/2019;230;2300;OUI;1288;1840;NON;ND;01/07/2019;1;2;3,9;5,9;7,8;11,7;15,6;27,3;31,2;35,1;35,1;35,1;35,1;35,1;11;115;327,7;1150;115;327,7;1150;31;1,35;80.5;229.4;805;ND;2020-05-01;9E 9F 9G 10G 18F 18G 18H;0,35;0,7;12,15;OUI;450,8;644;NON;ND;2880;NON;NON;ND;651920.8886;6864941.3624;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.344018229762142, 48.882660754901856]}";48.8826607549,2.34401822976
12;FOCH;4 TER, 37 TER ET 45 TER AVENUE FOCH;37 TER AVENUE FOCH;16;INDIGO;WWW.PARKINDIGO.FR;0145004478;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;305;3050;NON;ND;ND;OUI;2065;01/01/2019;2,25;3,4;4,5;6,8;9;13,5;18;31,5;36;40,5;45;45;45;45;8;152,5;427;1525;152,5;427;1525;18;1,5;106.75;298.9;1067.5;10;2020-05-01;TOUT PARIS;0,75;1,15;15,75;NON;ND;ND;NON;ND;3812.5;NON;OUI;75;647569.2869;6863811.9665;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.28493023775313, 48.87229689062952]}";48.8722968906,2.28493023775
134;LA TOUR MAUBOURG ORSAY;45 TER QUAI D'ORSAY;45 TER QUAI D ORSAY;7;Q PARK;WWW.Q-PARK.FR;0144180405;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;01/01/2020;325;3150;NON;ND;ND;OUI;2200;01/01/2020;1,35;2,7;5,3;8;10,6;15,9;21,2;37,1;42,4;43,75;43,75;43,75;43,75;43,75;9;ND;ND;ND;135;ND;1575;11;ND;150;415;1170;ND;2020-05-01;1E 7E 7F 7G 7H 7J 7K 7L 7M 7N 8E 16H;ND;ND;ND;NON;ND;ND;NON;ND;3900;NON;NON;ND;649367.4653;6862698.909;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.309745391625579, 48.86236688119761]}";48.8623668812,2.30974539163
