ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ARRONDISSEMENT;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;MIS_A_JOUR;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;PARC_RELAI;AB_1M_RELA;X_RGF93;Y_RGF93;"ARR_INSEE
10;LUTECE;1 TER BOULEVARD DU PALAIS;1 TER BOULEVARD DU PALAIS;4;INDIGO;WWW.PARKINDIGO.FR;0140469561;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;OUI;20/12/2018;250;2600;OUI;1500;2000;NON;ND;20/12/2018;1;2;4;6;8;12;16;28;32;36;36;36;36;36;0;125;356,25;1300;125;356,25;1300;9;1,4;87.5;249.4;910;10;2020-05-01;1E 4E 5G 5H 5J 6E 34F;0,35;0,7;12,6;OUI;525;700;NON;ND;3125;NON;NON;ND;652011.3377;6861876.3163;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.346124536554887, 48.855434939026765]}";48.855434939,2.34612453655
155;SEVRES BABYLONE;1 BIS RUE DE BABYLONE;1 BIS RUE DE BABYLONE;7;INDIGO;WWW.PARKINDIGO.FR;0145484330;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;19/12/2015;290;2900;OUI;1620;2160;NON;ND;19/12/2015;1;2;4;6;8;12;16;28;32;36;36;36;36;36;18;145;406;1450;145;406;1450;40;1,4;101.5;406;1450;10;2020-05-01;6E 6F 7M 7N 7L;0,35;0,7;12,6;OUI;567;756;NON;ND;3625;NON;NON;ND;650477.9353;6861516.1083;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.324956372304953, 48.851594314356795]}";48.8515943144,2.3249563723
51;PORTE D ORLEANS;7 RUE DE LA LÉGION ÉTRANGÈRE ET 8 AVENUE DE LA PORTE D'ORLÉANS;7 RUE DE LA LEGION ETRANGERE;14;SAEMES;WWW.SAEMES.FR;0140520920;185;260;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/07/2019;144;1440;OUI;864;1152;NON;ND;01/07/2019;0,9;1,8;3,6;5,4;7,2;10,8;14,4;25,2;28,8;32,4;32,4;32,4;32,4;32,4;14;72;201;720;72;201;720;24;1,25;50.4;141;504;ND;2020-05-01;TOUT PARIS;0,35;0,65;11,25;OUI;302,2;403;NON;ND;1820;NON;OUI;75;650429.8431;6858119.8293;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.324596411448864, 48.82087154794652]}";48.8208715479,2.32459641145
147;SEBASTOPOL;37 TER BOULEVARD SÉBASTOPOL;37 TER BOULEVARD SEBASTOPOL;1;INDIGO;WWW.PARKINDIGO.FR;0140130065;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;NON;01/08/2016;245;2448;NON;ND;ND;OUI;1714;01/09/2016;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;12;ND;ND;ND;123;318;1224;72;ND;72;206;728;ND;2020-05-01;1E 2E 3E 4E;ND;ND;ND;NON;ND;ND;NON;ND;3178;NON;NON;ND;652266.1102;6862527.864;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.34947376177817, 48.86098903383876]}";48.8609890338,2.34947376178
175;SOUFFLOT;18/M ET 19 TER RUE SOUFFLOT;19 TER RUE SOUFFLOT;5;INDIGO;WWW.PARKINDIGO.FR;0143261554;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/08/2016;239;2486;NON;ND;ND;NON;ND;01/01/2017;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;2;119,5;341;1243;119,5;341;1243;32;1,2;83.6;238.7;870.1;10,1;2020-05-01;ND;0,3;0,6;10,8;NON;ND;ND;NON;ND;3077;NON;NON;ND;651671.8227;6860981.0898;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.341541228729842, 48.847106295509285]}";48.8471062955,2.34154122873
81;ANDRE HONNORAT;8 BIS RUE AUGUSTE COMTE;8 BIS RUE AUGUSTE COMTE;6;SAEMES;WWW.SAEMES.FR;0144829999;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/07/2019;ND;3476;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;3;ND;145;369;1391;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3476;NON;NON;ND;651432.1722;6860669.7191;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.337975458591694, 48.844220593748126]}";48.8442205937,2.33797545859
24;CONCORDE;12 PLACE DE LA CONCORDE;12 PLACE DE LA CONCORDE;8;INDIGO;WWW.PARKINDIGO.FR;0143128070;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/08/2016;233;2342;OUI;1404;1872;NON;ND;01/07/2015;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;10;116,5;332;1171;116,5;332;1171;17;1,2;71;202;732;10,4;2020-05-01;1E 2E 7G 7L 8E 8H 9G;0,3;0,6;11;NON;ND;ND;NON;ND;2937.6;NON;NON;ND;650147.3038;6863252.5609;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.320346271854328, 48.86691872059197]}";48.8669187206,2.32034627185
25;LOBAU;2 QUATER ET 5 TER RUE DE LOBAU;2 QUATER RUE DE LOBAU;4;SAGS;WWW.SAGS.FR;0142778853;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;26/02/2020;250;2500;OUI;1400;2000;NON;ND;26/02/2020;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;17;125;350;1250;195;546;1950;132;1,45;87.5;245;875;10;2020-05-01;1E 2E 3E 4E 5G 5J 6E 11G 34F;0,4;0,75;13,05;OUI;490;700;NON;ND;3125;NON;NON;ND;652582.131;6862019.1125;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.35341240086083, 48.85610202822413]}";48.8561020282,2.35341240086
38;PORTE DE CLIGNANCOURT;20 TER AVENUE DE LA PORTE DE CLIGNANCOURT;20 TER AVENUE DE LA PORTE DE CLIGNANCOURT;18;SAGS;WWW.SAGS.FR;0142640382;190;230;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/02/2020;111;1110;OUI;444;888;NON;ND;01/03/2019;0,8;1,6;3,4;5;6,8;10,2;13,6;22,4;23,2;24;24;24;24;24;11;55,5;155;555;55,5;155;555;33;1,2;38.85;108.5;388.5;10;2020-05-01;18E 18F 18G 18H 18J 18K 18L 18M 18N 18P 18R 18S 18T;0,25;0,5;8,4;OUI;155,4;310,8;NON;ND;1390;NON;NON;ND;651950.991;6866858.0397;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.344528193008224, 48.8996087219351]}";48.8996087219,2.34452819301
140;MARCEAU ETOILE;75 TER AVENUE MARCEAU;75 TER AVENUE MARCEAU;16;Q PARK;WWW.Q-PARK.FR;0140701010;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;01/01/2020;325;3150;NON;ND;ND;OUI;2200;01/01/2020;1,4;2,8;5,6;8,4;11,2;16,8;22,4;39,2;44,8;44,8;44,8;44,8;44,8;44,8;10;ND;ND;ND;135;ND;1575;10;ND;150;415;1170;ND;2020-05-01;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;4561;NON;NON;ND;648415.6377;6863722.0809;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.296885925867585, 48.871471292507586]}";48.8714712925,2.29688592587
183;LOBAU;2 QUATER ET 5 TER RUE DE LOBAU;5 TER RUE DE LOBAU;4;SAGS;WWW.SAGS.FR;0142778853;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;26/02/2020;250;2500;OUI;1400;2000;NON;ND;26/02/2020;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;17;125;350;1250;195;546;1950;132;1,45;87.5;245;875;10;2020-05-01;1E 2E 3E 4E 5G 5J 6E 11G 34F;0,4;0,75;13,05;OUI;490;700;NON;ND;3125;NON;NON;ND;652544.241;6862033.056;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.353538028874228, 48.85681585468497]}";48.8568158547,2.35353802887
30;MADELEINE TRONCHET;21/M PLACE DE LA MADELEINE;21 M PLACE DE LA MADELEINE;8;SAEMES;WWW.SAEMES.FR;0147423086;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;25/01/2020;280;2800;OUI;1680;2240;NON;ND;25/01/2020;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;20;140;392;1400;140;392;1400;153;1,45;98;274;980;10;2020-05-01;1E 2E 8E 8F 8G 8H 8J 8K 8L 9E 9G;0,4;0,75;13,05;OUI;588;784;NON;ND;3500;NON;NON;ND;650413.1329;6863625.6276;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.324427321442904, 48.87086834831828]}";48.8708683483,2.32442732144
22;PORTE D AUTEUIL;8 AVENUE DU GÉNÉRAL SARRAIL;8 AVENUE DU GENERAL SARRAIL;16;SAEMES;WWW.SAEMES.FR;0146519018;185;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;21/10/2019;150;1500;OUI;900;1200;NON;ND;21/10/2019;1;2;4;6;8;12;16;28;32;36;36;36;36;36;23;75;212,5;750;75;212,5;750;27;1,4;52;148;525;10;2020-05-01;16R 16S 16T 16U 16V 16W 16X 16Y 16Z;0,35;0,7;12,6;OUI;315;420;NON;ND;1880;NON;NON;ND;645404.0842;6860973.7039;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.256169975921073, 48.84657095674263]}";48.8465709567,2.25616997592
153;UNIVERSITE DIDEROT (RIVE GAUCHE);29 QUATER RUE THOMAS MANN;29 QUATER RUE THOMAS MANN;13;INDIGO;WWW.PARKINDIGO.FR;0144066050;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/09/2016;183;1830;OUI;878,4;1464;NON;ND;01/09/2016;0,8;1,6;3,2;4,8;6,4;9,6;12,8;22,4;25,6;28,8;28,8;28,8;28,8;28,8;12;92;256;915;92;256;915;32;0,8;64;179;641;10;2020-05-01;TOUT PARIS;0,2;0,4;7,2;OUI;307,2;512;NON;ND;2968;NON;OUI;75;654407.857;6858995.124;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.378907649535128, 48.8294345931454]}";48.8294345931,2.37890764954
157;FREMICOURT;13 TER RUE FRÉMICOURT;13 TER RUE FREMICOURT;15;INDIGO;WWW.PARKINDIGO.FR;0145484330;210;;ABONNES;POUR ABONNES;OUI;OUI;NON;OUI;NON;01/09/2016;203;2111;OUI;1266,6;1688,8;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;5;101,5;289,3;1055,5;101,5;289,3;1055,5;31;ND;71;202.4;738.4;11;2020-05-01;15E 15F 15G 15K 15L 15M 15P;ND;ND;ND;NON;ND;ND;NON;ND;2746;NON;NON;ND;648420.464;6861042.676;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.297396231129281, 48.8473422067491]}";48.8473422067,2.29739623113
77;LAGRANGE MAUBERT;19 TER RUE LAGRANGE;19 TER RUE LAGRANGE;5;SAEMES;WWW.SAEMES.FR;0143258447;185;;VISITEURS ET ABONNES;24h / 24;PREVU;OUI;OUI;OUI;OUI;01/01/2020;260;2600;OUI;1410;2015;NON;ND;01/01/2020;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;8;130;364;1300;163;455;1630;18;1,45;91;254.8;910;11;2020-05-01;1E 4E 5E 5F 5G 5H 5J 6E 6G;0,4;0,75;13,05;OUI;493;705;NON;ND;3260;NON;NON;ND;652202.7385;6861376.9162;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.34863923327172, 48.85054323608684]}";48.8505432361,2.34863923327
72;MAIRIE DU 17 EME;20 RUE DES BATIGNOLLES;20 RUE DES BATIGNOLLES;17;SAEMES;WWW.SAEMES.FR;0153043010;180;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/07/2019;231;2310;NON;ND;ND;NON;ND;01/07/2019;1,05;2,1;4,1;6,2;8,2;12,3;16,4;28,7;32,8;36,9;36,9;36,9;36,9;36,9;5;ND;ND;ND;ND;ND;ND;37;1,5;92;250;920;16;2020-05-01;ND;0,4;0,8;13;NON;ND;ND;OUI;696;2880;NON;NON;ND;650251.6766;6865168.8881;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.321457354860365, 48.88469687078791]}";48.8846968708,2.32145735486
116;RIVOLI SEBASTOPOL;5 TER RUE PERNELLE;5 TER RUE PERNELLE;4;SAEMES;WWW.SAEMES.FR;0142722993;185;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/07/2019;250;2500;NON;ND;ND;OUI;1750;01/07/2019;1,1;2,2;4,3;6,5;8,6;12,9;17,2;30,1;34,4;38,7;38,7;38,7;38,7;38,7;3;ND;ND;ND;125;319;1250;17;1,5;100;255;1000;ND;2020-05-01;1E 2E 3E 4E 34F 5G 5J;0,4;0,75;13,5;NON;ND;ND;OUI;750;3287;NON;NON;ND;652332.3711;6862237.7104;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.349448618567293, 48.85856476978464]}";48.8585647698,2.34944861857
160;SAINT GERMAIN DES PRES;169 TER BOULEVARD SAINT GERMAIN;169 TER BOULEVARD SAINT GERMAIN;6;INDIGO;WWW.PARKINDIGO.FR;0145491855;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;OUI;01/08/2016;310;3224;NON;ND;ND;NON;ND;01/09/2016;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;17;ND;ND;ND;ND;ND;1612;19;ND;138;368;1435;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;650918.1711;6861771.406;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.331134070266244, 48.85420487956506]}";48.8542048796,2.33113407027
139;SAINT MICHEL;5 PLACE SAINT-ANDRÉ DES ARTS;5 PLACE SAINT ANDRE DES ARTS;6;INDIGO;WWW.PARKINDIGO.FR;0156244432;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/08/2016;335;3484;OUI;2090,4;2787,2;NON;ND;01/01/2017;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;9;167,5;478;1742;167,5;478;1742;10;1,6;117.25;334.1;1219.4;10,1;2020-05-01;5H 5J 6E 6G;0,4;0,8;13,6;OUI;731,64;975,52;NON;ND;4355;NON;NON;ND;651819.7158;6861635.332;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.343320276869818, 48.852923427167056]}";48.8529234272,2.34332027687
63;SUFFREN;8 TER PLACE JOFFRE;8 TER PLACE JOFFRE;7;INDIGO;WWW.PARKINDIGO.FR;0145484330;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;648856.503;6861709.344;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.301871377960083, 48.85200090722816]}";48.8520009072,2.30187137796
173;TERNES;4, 38 ET 61 AVENUE DES TERNES;59 TER AVENUE DES TERNES;17;INDIGO;WWW.PARKINDIGO.FR;0145721761;185;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/01/2019;240;2400;OUI;1046,5;1744,5;NON;ND;01/01/2019;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;22;120;336;1200;120;336;1200;100;1,45;84;235.2;840;10;2020-05-01;8F 8G 16E 16F 16G 17E 17F 17G 17H 17J 17L 17M 17N;0,4;0,75;13,05;OUI;366;610,5;NON;ND;3000;NON;NON;ND;648042.7582;6864573.0044;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.291696608759607, 48.879114825040595]}";48.879114825,2.29169660876
S0103;PORTE DAUTEUIL;2 TER AVENUE DU GÉNÉRAL SARRAIL;2 TER AVENUE DU GENERAL SARRAIL;16;SAEMES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.256365978843212, 48.84705713010088]}";48.8470571301,2.25636597884
124;BAUDOYER;25 TER RUE DE RIVOLI;25 TER RUE DE RIVOLI;4;REALPARK S.A.;WWW.REALPARK.FR;0144171819;195;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/03/2014;249;2500;NON;ND;ND;NON;ND;01/05/2019;1,1;2,2;4,6;6,8;9,2;14;18,8;32,4;36;39,6;39,6;39,6;39,6;39,6;6;ND;ND;ND;ND;ND;ND;11;ND;100;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3540;NON;NON;ND;652682.0008;6861991.8726;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.355399967119715, 48.85647693119608]}";48.8564769312,2.35539996712
34;CITROEN CEVENNES;45 BIS RUE LEBLANC;45 BIS RUE LEBLANC;15;INDIGO;WWW.PARKINDIGO.FR;0145573269;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/08/2016;199;2070;OUI;1240,5;1654;NON;ND;01/01/2017;0,85;1,7;3,4;5,1;6,8;10,2;13,6;23,8;27,2;30,6;30,6;30,6;30,6;30,6;12;99,5;284;1035;99,5;284;1035;18;0,8;70;200;728;10;2020-05-01;15M 15N 15P 15W 15X;0,2;0,4;7,2;OUI;436,5;582;NON;ND;2588;NON;NON;ND;646885.427;6860116.672;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.276336882528523, 48.83875403200656]}";48.838754032,2.27633688253
7;HOTEL DE VILLE;6 TER QUAI DE GESVRES;6 TER QUAI DE GESVRES;4;SAEMES;WWW.SAEMES.FR;0142715196;180;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/01/2020;270;2700;OUI;1620;2160;NON;ND;01/01/2020;1,1;2,2;4,3;6,5;8,6;12,9;17,2;30,1;34,4;38,7;38,7;38,7;38,7;38,7;10;135;385;1350;135;385;1350;75;1,5;94.5;269.5;945;16;2020-05-01;1E 2E 3E 4E 34F 5G 5J 6E 11G;0,4;0,8;13,5;NON;ND;ND;OUI;661;3510;NON;NON;ND;652256.0057;6862051.3556;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.349560843888744, 48.856587671835165]}";48.8565876718,2.34956084389
47;REUILLY DIDEROT;30 TER RUE DE REUILLY;30 TER RUE DE REUILLY;12;SAEMES;WWW.SAEMES.FR;0143458121;185;350;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/07/2019;186;1943;NON;ND;ND;OUI;1554;01/07/2019;1,05;2,1;4,1;6,2;8,2;12,3;16,4;28,7;32,8;36,9;36,9;36,9;36,9;36,9;3;ND;ND;ND;93;260;971;5;1,4;74;206;777;16;2020-05-01;12E 12G 12H 12J 12M 12N 12P 12R 11K 11L;0,35;0,7;12,6;NON;ND;ND;OUI;583;2428;NON;NON;ND;655021.5243;6860894.1857;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.387257397171251, 48.84654522400358]}";48.846545224,2.38725739717
187;JOFFRE;2 TER ET 6 TER PLACE JOFFRE, 14 AVENUE FRÉDÉRIC LE PLAY, 13 AVENUE ÉMILE ACOLLAS, 77 AVENUE DE SUFFREN;77 AVENUE DE SUFFREN;7;INDIGO;WWW.PARKINDIGO.FR;0145484330;190;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;648682.1805;6861496.003;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.300656792871296, 48.85146001526382]}";48.8514600153,2.30065679287
78;MARCADET;142 A RUE MARCADET;142 A RUE MARCADET;18;SAEMES;WWW.SAEMES.FR;0144829999;200;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/07/2019;197;1970;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;10;ND;79;213;788;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1970;NON;NON;ND;651526.081;6865905.5929;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.339011912548043, 48.89130576432677]}";48.8913057643,2.33901191255
76;PATRIARCHES;42 TER RUE DAUBENTON;42 TER RUE DAUBENTON;5;INDIGO;WWW.PARKINDIGO.FR;0143374356;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;290;2900;OUI;1740;2320;NON;ND;01/01/2018;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;7;145;406;1450;145;406;1450;20;1,5;101.5;284.2;1015;10;2020-05-01;5E 5F 5G 5H 5J 6E 6G 13H 13J 13K 14P;0,4;0,8;13,5;OUI;609;812;NON;ND;3625;NON;NON;ND;652372.6068;6860219.4177;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.350888660206413, 48.84034383437655]}";48.8403438344,2.35088866021
105;CARPEAUX;5 TER RUE CARPEAUX;5 TER RUE CARPEAUX;18;SAEMES;WWW.SAEMES.FR;0144829999;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/07/2019;180;1800;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;ND;ND;ND;ND;ND;ND;5;ND;72;198;720;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1800;NON;NON;ND;650857.805;6865802.8063;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.329733464346948, 48.89029910637812]}";48.8902991064,2.32973346435
